date;actual;prev;art
juil-19;1;0;82025205
ao–t-19;1;0;82025205
nov-18;0;0;82025206
d‚c-18;0;0;82025206
janv-19;0;0;82025206
f‚vr-19;1;0;82025206
mars-19;7;0;82025206
avr-19;8;0;82025206
mai-19;2;0;82025206
juin-19;3;0;82025206
juil-19;3;0;82025206
ao–t-19;1;0;82025206
nov-18;0;0;82025210
d‚c-18;0;0;82025210
janv-19;0;0;82025210
f‚vr-19;0;0;82025210
mars-19;1;0;82025210
avr-19;0;0;82025210
mai-19;0;0;82025210
juin-19;0;0;82025210
juil-19;0;0;82025210
ao–t-19;0;0;82025210
nov-18;0;0;82025211
d‚c-18;0;0;82025211
janv-19;1;0;82025211
f‚vr-19;1;0;82025211
mars-19;0;0;82025211
avr-19;0;0;82025211
mai-19;0;0;82025211
juin-19;0;0;82025211
juil-19;0;0;82025211
ao–t-19;0;0;82025211
nov-18;0;0;82025212
d‚c-18;0;0;82025212
janv-19;0;0;82025212
f‚vr-19;0;0;82025212
mars-19;0;0;82025212
avr-19;0;0;82025212
mai-19;0;0;82025212
juin-19;1;0;82025212
juil-19;0;0;82025212
ao–t-19;1;0;82025212
nov-18;0;0;82025213
d‚c-18;0;0;82025213
janv-19;0;0;82025213
f‚vr-19;0;0;82025213
mars-19;0;0;82025213
avr-19;0;0;82025213
mai-19;1;0;82025213
juin-19;0;0;82025213
juil-19;1;0;82025213
ao–t-19;0;0;82025213
nov-18;0;0;82025216
d‚c-18;0;0;82025216
janv-19;0;0;82025216
f‚vr-19;0;0;82025216
mars-19;0;0;82025216
avr-19;0;0;82025216
mai-19;0;0;82025216
juin-19;1;0;82025216
juil-19;1;0;82025216
ao–t-19;1;0;82025216
nov-18;0;0;82025218
d‚c-18;0;0;82025218
janv-19;0;0;82025218
f‚vr-19;2;0;82025218
mars-19;0;0;82025218
avr-19;1;0;82025218
mai-19;0;0;82025218
juin-19;0;0;82025218
juil-19;1;0;82025218
ao–t-19;1;0;82025218
nov-18;0;0;82025219
d‚c-18;0;0;82025219
janv-19;0;0;82025219
f‚vr-19;0;0;82025219
mars-19;0;0;82025219
avr-19;0;0;82025219
mai-19;0;0;82025219
juin-19;0;0;82025219
juil-19;0;0;82025219
ao–t-19;2;0;82025219
nov-18;0;0;82025220
d‚c-18;0;0;82025220
janv-19;1;0;82025220
f‚vr-19;1;0;82025220
mars-19;0;0;82025220
avr-19;1;0;82025220
mai-19;2;0;82025220
juin-19;0;0;82025220
juil-19;0;0;82025220
ao–t-19;0;0;82025220
nov-18;0;0;82034175
d‚c-18;0;0;82034175
janv-19;0;0;82034175
f‚vr-19;9;0;82034175
mars-19;836;0;82034175
avr-19;586;0;82034175
mai-19;208;0;82034175
juin-19;134;0;82034175
juil-19;133;0;82034175
ao–t-19;123;0;82034175
nov-18;0;0;82038871
d‚c-18;0;0;82038871
janv-19;0;0;82038871
f‚vr-19;0;0;82038871
mars-19;1;0;82038871
avr-19;1;0;82038871
mai-19;0;0;82038871
juin-19;0;0;82038871
juil-19;0;0;82038871
ao–t-19;0;0;82038871
nov-18;0;0;82039275
d‚c-18;0;0;82039275
janv-19;0;0;82039275
f‚vr-19;1;0;82039275
mars-19;0;0;82039275
avr-19;1;0;82039275
mai-19;2;0;82039275
juin-19;0;0;82039275
juil-19;1;0;82039275
ao–t-19;0;0;82039275
nov-18;0;0;82039321
d‚c-18;0;0;82039321
janv-19;0;0;82039321
f‚vr-19;0;0;82039321
mars-19;0;0;82039321
avr-19;2;0;82039321
mai-19;4;0;82039321
juin-19;8;0;82039321
juil-19;6;0;82039321
ao–t-19;14;0;82039321
nov-18;0;0;82039323
d‚c-18;0;0;82039323
janv-19;0;0;82039323
f‚vr-19;0;0;82039323
mars-19;0;0;82039323
avr-19;6;0;82039323
mai-19;1;0;82039323
juin-19;4;0;82039323
juil-19;9;0;82039323
ao–t-19;4;0;82039323
nov-18;0;0;82039325
d‚c-18;1;0;82039325
janv-19;2;0;82039325
f‚vr-19;1;0;82039325
mars-19;2;0;82039325
avr-19;0;0;82039325
mai-19;0;0;82039325
juin-19;1;0;82039325
juil-19;1;0;82039325
ao–t-19;2;0;82039325
nov-18;0;0;82039326
d‚c-18;0;0;82039326
janv-19;0;0;82039326
f‚vr-19;0;0;82039326
mars-19;0;0;82039326
avr-19;1;0;82039326
mai-19;3;0;82039326
juin-19;0;0;82039326
juil-19;1;0;82039326
ao–t-19;1;0;82039326
nov-18;0;0;82039327
d‚c-18;0;0;82039327
janv-19;0;0;82039327
f‚vr-19;1;0;82039327
mars-19;4;0;82039327
avr-19;0;0;82039327
mai-19;1;0;82039327
juin-19;0;0;82039327
juil-19;2;0;82039327
ao–t-19;0;0;82039327
nov-18;0;0;82039328
d‚c-18;0;0;82039328
janv-19;0;0;82039328
f‚vr-19;0;0;82039328
mars-19;0;0;82039328
avr-19;0;0;82039328
mai-19;0;0;82039328
juin-19;1;0;82039328
juil-19;0;0;82039328
ao–t-19;3;0;82039328
nov-18;0;0;82039331
d‚c-18;0;0;82039331
janv-19;1;0;82039331
f‚vr-19;1;0;82039331
mars-19;1;0;82039331
avr-19;1;0;82039331
mai-19;0;0;82039331
juin-19;1;0;82039331
juil-19;0;0;82039331
ao–t-19;1;0;82039331
nov-18;0;0;82039332
d‚c-18;0;0;82039332
janv-19;0;0;82039332
f‚vr-19;0;0;82039332
mars-19;0;0;82039332
avr-19;0;0;82039332
mai-19;1;0;82039332
juin-19;0;0;82039332
juil-19;0;0;82039332
ao–t-19;0;0;82039332
nov-18;0;0;82039333
d‚c-18;0;0;82039333
janv-19;1;0;82039333
f‚vr-19;0;0;82039333
mars-19;1;0;82039333
avr-19;1;0;82039333
mai-19;0;0;82039333
juin-19;0;0;82039333
juil-19;2;0;82039333
ao–t-19;3;0;82039333
nov-18;0;0;82039334
d‚c-18;0;0;82039334
janv-19;4;0;82039334
f‚vr-19;8;0;82039334
mars-19;3;0;82039334
avr-19;6;0;82039334
mai-19;3;0;82039334
juin-19;2;0;82039334
juil-19;2;0;82039334
ao–t-19;2;0;82039334
nov-18;0;0;82039335
d‚c-18;0;0;82039335
janv-19;0;0;82039335
f‚vr-19;0;0;82039335
mars-19;0;0;82039335
avr-19;0;0;82039335
mai-19;0;0;82039335
juin-19;0;0;82039335
juil-19;0;0;82039335
ao–t-19;2;0;82039335
nov-18;0;0;82039336
d‚c-18;1;0;82039336
janv-19;0;0;82039336
f‚vr-19;0;0;82039336
mars-19;0;0;82039336
avr-19;1;0;82039336
mai-19;2;0;82039336
juin-19;3;0;82039336
juil-19;2;0;82039336
ao–t-19;1;0;82039336
nov-18;0;0;82039337
d‚c-18;0;0;82039337
janv-19;0;0;82039337
f‚vr-19;0;0;82039337
mars-19;0;0;82039337
avr-19;3;0;82039337
mai-19;5;0;82039337
juin-19;16;0;82039337
juil-19;13;0;82039337
ao–t-19;5;0;82039337
nov-18;0;0;82039338
d‚c-18;0;0;82039338
janv-19;0;0;82039338
f‚vr-19;0;0;82039338
mars-19;1;0;82039338
avr-19;1;0;82039338
mai-19;1;0;82039338
juin-19;1;0;82039338
juil-19;3;0;82039338
ao–t-19;2;0;82039338
nov-18;0;0;82039339
d‚c-18;0;0;82039339
janv-19;1;0;82039339
f‚vr-19;0;0;82039339
mars-19;1;0;82039339
avr-19;0;0;82039339
mai-19;0;0;82039339
juin-19;4;0;82039339
juil-19;4;0;82039339
ao–t-19;1;0;82039339
nov-18;0;0;82039340
d‚c-18;0;0;82039340
janv-19;1;0;82039340
f‚vr-19;0;0;82039340
mars-19;1;0;82039340
avr-19;0;0;82039340
mai-19;1;0;82039340
juin-19;3;0;82039340
juil-19;4;0;82039340
ao–t-19;0;0;82039340
nov-18;0;0;82039341
d‚c-18;0;0;82039341
janv-19;0;0;82039341
f‚vr-19;0;0;82039341
mars-19;1;0;82039341
avr-19;0;0;82039341
mai-19;1;0;82039341
juin-19;8;0;82039341
juil-19;8;0;82039341
ao–t-19;10;0;82039341
nov-18;0;0;82039342
d‚c-18;0;0;82039342
janv-19;0;0;82039342
f‚vr-19;0;0;82039342
mars-19;1;0;82039342
avr-19;1;0;82039342
mai-19;5;0;82039342
juin-19;2;0;82039342
juil-19;2;0;82039342
ao–t-19;4;0;82039342
nov-18;0;0;82039343
d‚c-18;0;0;82039343
janv-19;0;0;82039343
f‚vr-19;1;0;82039343
mars-19;3;0;82039343
avr-19;1;0;82039343
mai-19;1;0;82039343
juin-19;2;0;82039343
juil-19;1;0;82039343
ao–t-19;2;0;82039343
nov-18;0;0;82039344
d‚c-18;0;0;82039344
janv-19;0;0;82039344
f‚vr-19;0;0;82039344
mars-19;1;0;82039344
avr-19;3;0;82039344
mai-19;0;0;82039344
juin-19;1;0;82039344
juil-19;1;0;82039344
ao–t-19;0;0;82039344
nov-18;0;0;82039345
d‚c-18;0;0;82039345
janv-19;0;0;82039345
f‚vr-19;0;0;82039345
mars-19;0;0;82039345
avr-19;1;0;82039345
mai-19;3;0;82039345
juin-19;2;0;82039345
juil-19;3;0;82039345
ao–t-19;0;0;82039345
nov-18;0;0;82039346
d‚c-18;0;0;82039346
janv-19;0;0;82039346
f‚vr-19;0;0;82039346
mars-19;0;0;82039346
avr-19;0;0;82039346
mai-19;1;0;82039346
juin-19;0;0;82039346
juil-19;0;0;82039346
ao–t-19;0;0;82039346
nov-18;0;0;82039347
d‚c-18;0;0;82039347
janv-19;1;0;82039347
f‚vr-19;0;0;82039347
mars-19;0;0;82039347
avr-19;0;0;82039347
mai-19;1;0;82039347
juin-19;0;0;82039347
juil-19;3;0;82039347
ao–t-19;1;0;82039347
nov-18;0;0;82039348
d‚c-18;0;0;82039348
janv-19;0;0;82039348
f‚vr-19;0;0;82039348
mars-19;1;0;82039348
avr-19;3;0;82039348
mai-19;1;0;82039348
juin-19;0;0;82039348
juil-19;2;0;82039348
ao–t-19;0;0;82039348
nov-18;0;0;82039349
d‚c-18;0;0;82039349
janv-19;0;0;82039349
f‚vr-19;1;0;82039349
mars-19;0;0;82039349
avr-19;4;0;82039349
mai-19;4;0;82039349
juin-19;2;0;82039349
juil-19;5;0;82039349
ao–t-19;2;0;82039349
nov-18;0;0;82039350
d‚c-18;0;0;82039350
janv-19;0;0;82039350
f‚vr-19;0;0;82039350
mars-19;0;0;82039350
avr-19;0;0;82039350
mai-19;5;0;82039350
juin-19;2;0;82039350
juil-19;1;0;82039350
ao–t-19;2;0;82039350
nov-18;0;0;82039351
d‚c-18;0;0;82039351
janv-19;0;0;82039351
f‚vr-19;0;0;82039351
mars-19;1;0;82039351
avr-19;0;0;82039351
mai-19;3;0;82039351
juin-19;5;0;82039351
juil-19;4;0;82039351
ao–t-19;7;0;82039351
nov-18;0;0;82039352
d‚c-18;0;0;82039352
janv-19;0;0;82039352
f‚vr-19;0;0;82039352
mars-19;1;0;82039352
avr-19;3;0;82039352
mai-19;7;0;82039352
juin-19;6;0;82039352
juil-19;4;0;82039352
ao–t-19;0;0;82039352
nov-18;0;0;82039353
d‚c-18;0;0;82039353
janv-19;0;0;82039353
f‚vr-19;0;0;82039353
mars-19;1;0;82039353
avr-19;5;0;82039353
mai-19;5;0;82039353
juin-19;5;0;82039353
juil-19;12;0;82039353
ao–t-19;0;0;82039353
nov-18;0;0;82039356
d‚c-18;0;0;82039356
janv-19;0;0;82039356
f‚vr-19;0;0;82039356
mars-19;1;0;82039356
avr-19;0;0;82039356
mai-19;0;0;82039356
juin-19;0;0;82039356
juil-19;0;0;82039356
ao–t-19;0;0;82039356
nov-18;0;0;82039358
d‚c-18;0;0;82039358
janv-19;0;0;82039358
f‚vr-19;0;0;82039358
mars-19;1;0;82039358
avr-19;2;0;82039358
mai-19;2;0;82039358
juin-19;2;0;82039358
juil-19;1;0;82039358
ao–t-19;4;0;82039358
nov-18;0;0;82039362
d‚c-18;0;0;82039362
janv-19;1;0;82039362
f‚vr-19;0;0;82039362
mars-19;0;0;82039362
avr-19;0;0;82039362
mai-19;1;0;82039362
juin-19;2;0;82039362
juil-19;0;0;82039362
ao–t-19;0;0;82039362
nov-18;0;0;82039363
d‚c-18;0;0;82039363
janv-19;0;0;82039363
f‚vr-19;0;0;82039363
mars-19;0;0;82039363
avr-19;0;0;82039363
mai-19;0;0;82039363
juin-19;1;0;82039363
juil-19;0;0;82039363
ao–t-19;0;0;82039363
nov-18;0;0;82039364
d‚c-18;0;0;82039364
janv-19;0;0;82039364
f‚vr-19;2;0;82039364
mars-19;4;0;82039364
avr-19;1;0;82039364
mai-19;4;0;82039364
juin-19;3;0;82039364
juil-19;1;0;82039364
ao–t-19;3;0;82039364
nov-18;0;0;82039368
d‚c-18;0;0;82039368
janv-19;0;0;82039368
f‚vr-19;0;0;82039368
mars-19;0;0;82039368
avr-19;0;0;82039368
mai-19;0;0;82039368
juin-19;1;0;82039368
juil-19;0;0;82039368
ao–t-19;0;0;82039368
nov-18;0;0;82039369
d‚c-18;0;0;82039369
janv-19;0;0;82039369
f‚vr-19;0;0;82039369
mars-19;0;0;82039369
avr-19;0;0;82039369
mai-19;0;0;82039369
juin-19;0;0;82039369
juil-19;1;0;82039369
ao–t-19;0;0;82039369
nov-18;0;0;82039370
d‚c-18;0;0;82039370
janv-19;0;0;82039370
f‚vr-19;0;0;82039370
mars-19;0;0;82039370
avr-19;1;0;82039370
mai-19;2;0;82039370
juin-19;0;0;82039370
juil-19;2;0;82039370
ao–t-19;3;0;82039370
nov-18;0;0;82039371
d‚c-18;1;0;82039371
janv-19;2;0;82039371
f‚vr-19;0;0;82039371
mars-19;1;0;82039371
avr-19;0;0;82039371
mai-19;7;0;82039371
juin-19;2;0;82039371
juil-19;4;0;82039371
ao–t-19;3;0;82039371
nov-18;0;0;82039372
d‚c-18;0;0;82039372
janv-19;0;0;82039372
f‚vr-19;0;0;82039372
mars-19;0;0;82039372
avr-19;0;0;82039372
mai-19;0;0;82039372
juin-19;1;0;82039372
juil-19;0;0;82039372
ao–t-19;0;0;82039372
nov-18;0;0;82039373
d‚c-18;0;0;82039373
janv-19;0;0;82039373
f‚vr-19;0;0;82039373
mars-19;0;0;82039373
avr-19;1;0;82039373
mai-19;0;0;82039373
juin-19;0;0;82039373
juil-19;0;0;82039373
ao–t-19;1;0;82039373
nov-18;0;0;82039375
d‚c-18;0;0;82039375
janv-19;0;0;82039375
f‚vr-19;0;0;82039375
mars-19;0;0;82039375
avr-19;3;0;82039375
mai-19;1;0;82039375
juin-19;2;0;82039375
juil-19;0;0;82039375
ao–t-19;0;0;82039375
nov-18;0;0;82039376
d‚c-18;0;0;82039376
janv-19;0;0;82039376
f‚vr-19;0;0;82039376
mars-19;1;0;82039376
avr-19;1;0;82039376
mai-19;3;0;82039376
juin-19;1;0;82039376
juil-19;1;0;82039376
ao–t-19;2;0;82039376
nov-18;0;0;82039377
d‚c-18;0;0;82039377
janv-19;0;0;82039377
f‚vr-19;0;0;82039377
mars-19;0;0;82039377
avr-19;0;0;82039377
mai-19;0;0;82039377
juin-19;0;0;82039377
juil-19;1;0;82039377
ao–t-19;0;0;82039377
nov-18;0;0;82039378
d‚c-18;0;0;82039378
janv-19;0;0;82039378
f‚vr-19;0;0;82039378
mars-19;0;0;82039378
avr-19;1;0;82039378
mai-19;0;0;82039378
juin-19;2;0;82039378
juil-19;3;0;82039378
ao–t-19;1;0;82039378
nov-18;0;0;82039381
d‚c-18;0;0;82039381
janv-19;0;0;82039381
f‚vr-19;0;0;82039381
mars-19;0;0;82039381
avr-19;0;0;82039381
mai-19;2;0;82039381
juin-19;0;0;82039381
juil-19;0;0;82039381
ao–t-19;0;0;82039381
nov-18;0;0;82039385
d‚c-18;0;0;82039385
janv-19;0;0;82039385
f‚vr-19;0;0;82039385
mars-19;0;0;82039385
avr-19;0;0;82039385
mai-19;0;0;82039385
juin-19;0;0;82039385
juil-19;1;0;82039385
ao–t-19;0;0;82039385
nov-18;0;0;82039388
d‚c-18;0;0;82039388
janv-19;0;0;82039388
f‚vr-19;0;0;82039388
mars-19;0;0;82039388
avr-19;0;0;82039388
mai-19;1;0;82039388
juin-19;0;0;82039388
juil-19;0;0;82039388
ao–t-19;0;0;82039388
nov-18;0;0;82039396
d‚c-18;0;0;82039396
janv-19;0;0;82039396
f‚vr-19;0;0;82039396
mars-19;0;0;82039396
avr-19;1;0;82039396
mai-19;0;0;82039396
juin-19;1;0;82039396
juil-19;3;0;82039396
ao–t-19;3;0;82039396
nov-18;0;0;82039397
d‚c-18;0;0;82039397
janv-19;0;0;82039397
f‚vr-19;0;0;82039397
mars-19;0;0;82039397
avr-19;1;0;82039397
mai-19;0;0;82039397
juin-19;0;0;82039397
juil-19;0;0;82039397
ao–t-19;0;0;82039397
nov-18;0;0;82039399
d‚c-18;0;0;82039399
janv-19;0;0;82039399
f‚vr-19;0;0;82039399
mars-19;0;0;82039399
avr-19;0;0;82039399
mai-19;0;0;82039399
juin-19;0;0;82039399
juil-19;0;0;82039399
ao–t-19;1;0;82039399
nov-18;0;0;82039400
d‚c-18;0;0;82039400
janv-19;1;0;82039400
f‚vr-19;1;0;82039400
mars-19;1;0;82039400
avr-19;0;0;82039400
mai-19;0;0;82039400
juin-19;0;0;82039400
juil-19;0;0;82039400
ao–t-19;0;0;82039400
nov-18;0;0;82039401
d‚c-18;0;0;82039401
janv-19;0;0;82039401
f‚vr-19;0;0;82039401
mars-19;1;0;82039401
avr-19;0;0;82039401
mai-19;0;0;82039401
juin-19;0;0;82039401
juil-19;0;0;82039401
ao–t-19;0;0;82039401
nov-18;0;0;82039402
d‚c-18;0;0;82039402
janv-19;1;0;82039402
f‚vr-19;1;0;82039402
mars-19;0;0;82039402
avr-19;0;0;82039402
mai-19;3;0;82039402
juin-19;0;0;82039402
juil-19;0;0;82039402
ao–t-19;0;0;82039402
nov-18;0;0;82039403
d‚c-18;0;0;82039403
janv-19;1;0;82039403
f‚vr-19;1;0;82039403
mars-19;1;0;82039403
avr-19;1;0;82039403
mai-19;0;0;82039403
juin-19;0;0;82039403
juil-19;0;0;82039403
ao–t-19;2;0;82039403
nov-18;0;0;82039405
d‚c-18;0;0;82039405
janv-19;0;0;82039405
f‚vr-19;0;0;82039405
mars-19;0;0;82039405
avr-19;1;0;82039405
mai-19;1;0;82039405
juin-19;0;0;82039405
juil-19;0;0;82039405
ao–t-19;0;0;82039405
nov-18;0;0;82039406
d‚c-18;0;0;82039406
janv-19;0;0;82039406
f‚vr-19;2;0;82039406
mars-19;0;0;82039406
avr-19;0;0;82039406
mai-19;0;0;82039406
juin-19;1;0;82039406
juil-19;0;0;82039406
ao–t-19;0;0;82039406
nov-18;0;0;82039407
d‚c-18;0;0;82039407
janv-19;0;0;82039407
f‚vr-19;0;0;82039407
mars-19;0;0;82039407
avr-19;0;0;82039407
mai-19;0;0;82039407
juin-19;0;0;82039407
juil-19;1;0;82039407
ao–t-19;0;0;82039407
nov-18;0;0;82039408
d‚c-18;0;0;82039408
janv-19;0;0;82039408
f‚vr-19;0;0;82039408
mars-19;1;0;82039408
avr-19;0;0;82039408
mai-19;1;0;82039408
juin-19;0;0;82039408
juil-19;1;0;82039408
ao–t-19;0;0;82039408
nov-18;0;0;82039414
d‚c-18;0;0;82039414
janv-19;0;0;82039414
f‚vr-19;0;0;82039414
mars-19;0;0;82039414
avr-19;0;0;82039414
mai-19;0;0;82039414
juin-19;1;0;82039414
juil-19;0;0;82039414
ao–t-19;0;0;82039414
nov-18;0;0;82039415
d‚c-18;0;0;82039415
janv-19;0;0;82039415
f‚vr-19;0;0;82039415
mars-19;0;0;82039415
avr-19;1;0;82039415
mai-19;1;0;82039415
juin-19;0;0;82039415
juil-19;0;0;82039415
ao–t-19;0;0;82039415
nov-18;0;0;82039417
d‚c-18;0;0;82039417
janv-19;0;0;82039417
f‚vr-19;0;0;82039417
mars-19;1;0;82039417
avr-19;0;0;82039417
mai-19;0;0;82039417
juin-19;1;0;82039417
juil-19;1;0;82039417
ao–t-19;0;0;82039417
nov-18;0;0;82039418
d‚c-18;0;0;82039418
janv-19;2;0;82039418
f‚vr-19;1;0;82039418
mars-19;2;0;82039418
avr-19;2;0;82039418
mai-19;2;0;82039418
juin-19;5;0;82039418
juil-19;6;0;82039418
ao–t-19;7;0;82039418
nov-18;0;0;82039419
d‚c-18;0;0;82039419
janv-19;0;0;82039419
f‚vr-19;1;0;82039419
mars-19;1;0;82039419
avr-19;0;0;82039419
mai-19;1;0;82039419
juin-19;2;0;82039419
juil-19;2;0;82039419
ao–t-19;5;0;82039419
nov-18;0;0;82039420
d‚c-18;1;0;82039420
janv-19;0;0;82039420
f‚vr-19;0;0;82039420
mars-19;2;0;82039420
avr-19;3;0;82039420
mai-19;3;0;82039420
juin-19;8;0;82039420
juil-19;2;0;82039420
ao–t-19;3;0;82039420
nov-18;0;0;82039421
d‚c-18;0;0;82039421
janv-19;0;0;82039421
f‚vr-19;0;0;82039421
mars-19;0;0;82039421
avr-19;0;0;82039421
mai-19;0;0;82039421
juin-19;0;0;82039421
juil-19;2;0;82039421
ao–t-19;0;0;82039421
nov-18;0;0;82039422
d‚c-18;0;0;82039422
janv-19;0;0;82039422
f‚vr-19;0;0;82039422
mars-19;0;0;82039422
avr-19;0;0;82039422
mai-19;0;0;82039422
juin-19;1;0;82039422
juil-19;0;0;82039422
ao–t-19;1;0;82039422
nov-18;0;0;82039423
d‚c-18;0;0;82039423
janv-19;0;0;82039423
f‚vr-19;0;0;82039423
mars-19;0;0;82039423
avr-19;0;0;82039423
mai-19;2;0;82039423
juin-19;0;0;82039423
juil-19;0;0;82039423
ao–t-19;0;0;82039423
nov-18;0;0;82039424
d‚c-18;0;0;82039424
janv-19;0;0;82039424
f‚vr-19;0;0;82039424
mars-19;1;0;82039424
avr-19;1;0;82039424
mai-19;0;0;82039424
juin-19;1;0;82039424
juil-19;0;0;82039424
ao–t-19;0;0;82039424
nov-18;0;0;82039425
d‚c-18;0;0;82039425
janv-19;0;0;82039425
f‚vr-19;0;0;82039425
mars-19;0;0;82039425
avr-19;1;0;82039425
mai-19;1;0;82039425
juin-19;1;0;82039425
juil-19;1;0;82039425
ao–t-19;2;0;82039425
nov-18;0;0;82039427
d‚c-18;0;0;82039427
janv-19;0;0;82039427
f‚vr-19;1;0;82039427
mars-19;2;0;82039427
avr-19;0;0;82039427
mai-19;1;0;82039427
juin-19;1;0;82039427
juil-19;1;0;82039427
ao–t-19;1;0;82039427
nov-18;0;0;82039428
d‚c-18;0;0;82039428
janv-19;0;0;82039428
f‚vr-19;0;0;82039428
mars-19;0;0;82039428
avr-19;1;0;82039428
mai-19;2;0;82039428
juin-19;2;0;82039428
juil-19;0;0;82039428
ao–t-19;3;0;82039428
nov-18;0;0;82039429
d‚c-18;0;0;82039429
janv-19;0;0;82039429
f‚vr-19;1;0;82039429
mars-19;1;0;82039429
avr-19;0;0;82039429
mai-19;0;0;82039429
juin-19;0;0;82039429
juil-19;0;0;82039429
ao–t-19;0;0;82039429
nov-18;0;0;82039430
d‚c-18;0;0;82039430
janv-19;0;0;82039430
f‚vr-19;1;0;82039430
mars-19;1;0;82039430
avr-19;2;0;82039430
mai-19;0;0;82039430
juin-19;1;0;82039430
juil-19;0;0;82039430
ao–t-19;0;0;82039430
nov-18;0;0;82039431
d‚c-18;0;0;82039431
janv-19;0;0;82039431
f‚vr-19;1;0;82039431
mars-19;0;0;82039431
avr-19;0;0;82039431
mai-19;0;0;82039431
juin-19;1;0;82039431
juil-19;0;0;82039431
ao–t-19;0;0;82039431
nov-18;0;0;82039433
d‚c-18;0;0;82039433
janv-19;0;0;82039433
f‚vr-19;1;0;82039433
mars-19;0;0;82039433
avr-19;0;0;82039433
mai-19;0;0;82039433
juin-19;0;0;82039433
juil-19;0;0;82039433
ao–t-19;2;0;82039433
nov-18;0;0;82039434
d‚c-18;0;0;82039434
janv-19;0;0;82039434
f‚vr-19;0;0;82039434
mars-19;0;0;82039434
avr-19;1;0;82039434
mai-19;0;0;82039434
juin-19;0;0;82039434
juil-19;1;0;82039434
ao–t-19;0;0;82039434
nov-18;0;0;82041112
d‚c-18;0;0;82041112
janv-19;0;0;82041112
f‚vr-19;0;0;82041112
mars-19;0;0;82041112
avr-19;1;0;82041112
mai-19;0;0;82041112
juin-19;0;0;82041112
juil-19;2;0;82041112
ao–t-19;1;0;82041112
nov-18;0;0;82071354
d‚c-18;0;0;82071354
janv-19;2;0;82071354
f‚vr-19;14;0;82071354
mars-19;23;0;82071354
avr-19;49;0;82071354
mai-19;60;0;82071354
juin-19;70;0;82071354
juil-19;73;0;82071354
ao–t-19;66;0;82071354
nov-18;0;0;82077941
d‚c-18;0;0;82077941
janv-19;0;0;82077941
f‚vr-19;0;0;82077941
mars-19;4;0;82077941
avr-19;7;0;82077941
mai-19;6;0;82077941
juin-19;4;0;82077941
juil-19;5;0;82077941
ao–t-19;14;0;82077941
nov-18;0;0;82079318
d‚c-18;0;0;82079318
janv-19;0;0;82079318
f‚vr-19;0;0;82079318
mars-19;2;0;82079318
avr-19;-1;0;82079318
mai-19;0;0;82079318
juin-19;2;0;82079318
juil-19;0;0;82079318
ao–t-19;0;0;82079318
nov-18;0;0;82090954
d‚c-18;0;0;82090954
janv-19;0;0;82090954
f‚vr-19;0;0;82090954
mars-19;2;0;82090954
avr-19;-2;0;82090954
mai-19;3;0;82090954
juin-19;2;0;82090954
juil-19;-1;0;82090954
ao–t-19;0;0;82090954
nov-18;0;0;82090956
d‚c-18;0;0;82090956
janv-19;0;0;82090956
f‚vr-19;0;0;82090956
mars-19;1;0;82090956
avr-19;8;0;82090956
mai-19;6;0;82090956
juin-19;4;0;82090956
juil-19;11;0;82090956
ao–t-19;3;0;82090956
nov-18;0;0;82090958
d‚c-18;0;0;82090958
janv-19;0;0;82090958
f‚vr-19;0;0;82090958
mars-19;0;0;82090958
avr-19;0;0;82090958
mai-19;6;0;82090958
juin-19;0;0;82090958
juil-19;2;0;82090958
ao–t-19;1;0;82090958
nov-18;0;0;82091014
d‚c-18;0;0;82091014
janv-19;0;0;82091014
f‚vr-19;0;0;82091014
mars-19;0;0;82091014
avr-19;0;0;82091014
mai-19;0;0;82091014
juin-19;1;0;82091014
juil-19;0;0;82091014
ao–t-19;1;0;82091014
nov-18;0;0;82182219
d‚c-18;0;0;82182219
janv-19;0;0;82182219
f‚vr-19;0;0;82182219
mars-19;0;0;82182219
avr-19;0;0;82182219
mai-19;0;0;82182219
juin-19;1;0;82182219
juil-19;4;0;82182219
ao–t-19;3;0;82182219
nov-18;0;0;82187067
d‚c-18;0;0;82187067
janv-19;0;0;82187067
f‚vr-19;0;0;82187067
mars-19;0;0;82187067
avr-19;0;0;82187067
mai-19;0;0;82187067
juin-19;0;0;82187067
juil-19;0;0;82187067
ao–t-19;3;0;82187067
nov-18;0;0;82261679
d‚c-18;0;0;82261679
janv-19;0;0;82261679
f‚vr-19;0;0;82261679
mars-19;0;0;82261679
avr-19;0;0;82261679
mai-19;0;0;82261679
juin-19;0;0;82261679
juil-19;0;0;82261679
ao–t-19;2;0;82261679
